program_duration_days,placed,primary_track_Data,primary_track_Design,primary_track_Marketing,primary_track_PSO,primary_track_SWE,primary_track_Web,employment_status _Contractor,employment_status _Employed Full-Time,employment_status _Employed Part-Time,employment_status _Student,employment_status _Unemployed,employment_status _missing_status,highest_level_of_education_Diploma,highest_level_of_education_Graduate,highest_level_of_education_Postgraduate,highest_level_of_education_Undergraduate,length_of_job_search_1-2 months,length_of_job_search_3-5 months,length_of_job_search_6 months to a year,length_of_job_search_Less than one month,length_of_job_search_Over a year,biggest_challenge_in_search_Application Process,biggest_challenge_in_search_Experience Gap,biggest_challenge_in_search_Interview Process,biggest_challenge_in_search_Job Selection,biggest_challenge_in_search_Skill Gap,professional_experience_1-2 years,professional_experience_3-4 years,professional_experience_5+ years,professional_experience_Less than one year,professional_experience_Unknown,gender_Decline to Self Identify,gender_Female,gender_Male,gender_Non-Binary,"race_Black, Afro-Caribbean, or African American",race_Decline to Self Identify,race_East Asian or Asian American,race_Latino or Hispanic American,race_Middle Eastern or Arab American,race_Native American or Alaskan Native,race_Non-Hispanic White or Euro-American,race_South Asian or Indian American,race_Two or More Races,work_authorization_status_Canada Citizen,work_authorization_status_Citizen,work_authorization_status_F1 Visa/CPT,work_authorization_status_F1 Visa/OPT,work_authorization_status_Green Card,work_authorization_status_H1B,work_authorization_status_Not Authorized,work_authorization_status_Other,work_authorization_status_STEM OPT,cohort_tag_month_,cohort_tag_month_APR,cohort_tag_month_AUG,cohort_tag_month_DEC,cohort_tag_month_FEB,cohort_tag_month_JAN,cohort_tag_month_JUL,cohort_tag_month_JUN,cohort_tag_month_MAR,cohort_tag_month_MAY,cohort_tag_month_NOV,cohort_tag_month_OCT,cohort_tag_month_SEP
1.527876794635277,0.7124666277462923,-0.32159111193819584,-0.3443085637865753,-0.038000570012825315,2.961014291387804,-1.507058862518097,-0.046557814143315064,-0.2634215292676873,-0.46088240084927024,-0.3572705927203696,1.5625899477832155,-0.5898394635903501,-0.32971658978028223,-0.15119972530449052,-0.6680555570610315,3.9893149971318973,-1.250508214616921,-0.6827688932004728,-0.4859890772889929,-0.29782044467840996,1.3381870074099529,-0.232274337327986,-0.787608470500247,-0.3572705927203696,-0.8654791877706017,3.865556717425342,-0.11466596451673744,-0.7159196143564468,-0.5509731650193397,-0.349525799891287,-0.5709674457373013,3.5493716649128575,2.0869145538838803,-0.5141569198163898,-1.2317635241028795,-0.038000570012825315,-0.183117562589619,5.879124302487791,-0.7649463099740119,-0.23570226039551584,-0.17452972260140226,-0.046557814143315064,-0.5320443875676875,-0.55208490491857,-0.18100406646658124,-0.1009784614274279,0.9043364293543664,-0.22352214629975628,-0.5820679417414163,-0.28618748423200696,-0.12695359828384586,-0.038000570012825315,-0.21077881972193857,-0.06014935583392302,-0.06591416971890096,-0.2634215292676873,-0.33772211194945234,-0.286187484232007,-0.3229541191211607,-0.41645510703552774,-0.221738421079328,-0.27874733666903023,3.7301445675233094,-0.17009335889986935,-0.24077170617153837,-0.3837044630585503,-0.3572705927203696
0.2725203749205249,-1.4035745129049013,-0.32159111193819584,-0.3443085637865753,-0.038000570012825315,-0.33772211194945234,0.663544089000699,-0.046557814143315064,-0.2634215292676873,2.1697508912410086,-0.3572705927203696,-0.6399631595087762,-0.5898394635903501,-0.32971658978028223,-0.15119972530449052,-0.6680555570610315,-0.25066960135234906,0.799674874831861,-0.6827688932004728,2.0576594140311326,-0.29782044467840996,-0.7472797108794904,-0.232274337327986,-0.787608470500247,-0.3572705927203696,1.15542928603045,-0.2586949495507729,-0.11466596451673744,-0.7159196143564468,-0.5509731650193397,-0.349525799891287,-0.5709674457373013,3.5493716649128575,2.0869145538838803,-0.5141569198163898,-1.2317635241028795,-0.038000570012825315,-0.183117562589619,-0.17009335889986935,1.3072812914594931,-0.23570226039551584,-0.17452972260140226,-0.046557814143315064,-0.5320443875676875,-0.55208490491857,-0.18100406646658124,-0.1009784614274279,0.9043364293543664,-0.22352214629975628,-0.5820679417414163,-0.28618748423200696,-0.12695359828384586,-0.038000570012825315,-0.21077881972193857,-0.06014935583392302,-0.06591416971890096,3.7961969273354494,-0.33772211194945234,-0.286187484232007,-0.3229541191211607,-0.41645510703552774,-0.221738421079328,-0.27874733666903023,-0.2680861242501296,-0.17009335889986935,-0.24077170617153837,-0.3837044630585503,-0.3572705927203696
-0.2316801543091706,0.7124666277462923,-0.32159111193819584,-0.3443085637865753,-0.038000570012825315,-0.33772211194945234,0.663544089000699,-0.046557814143315064,-0.2634215292676873,-0.46088240084927024,-0.3572705927203696,-0.6399631595087762,1.6953765587555036,-0.32971658978028223,-0.15119972530449052,-0.6680555570610315,-0.25066960135234906,0.799674874831861,-0.6827688932004728,-0.4859890772889929,-0.29782044467840996,-0.7472797108794904,4.305253914417318,1.269666385589852,-0.3572705927203696,-0.8654791877706017,-0.2586949495507729,-0.11466596451673744,-0.7159196143564468,-0.5509731650193397,-0.349525799891287,1.751413337950784,-0.2817400076428883,2.0869145538838803,-0.5141569198163898,-1.2317635241028795,-0.038000570012825315,-0.183117562589619,-0.17009335889986935,1.3072812914594931,-0.23570226039551584,-0.17452972260140226,-0.046557814143315064,-0.5320443875676875,-0.55208490491857,-0.18100406646658124,-0.1009784614274279,-1.105783166021445,4.473829625181486,-0.5820679417414163,-0.28618748423200696,-0.12695359828384586,-0.038000570012825315,-0.21077881972193857,-0.06014935583392302,-0.06591416971890096,-0.2634215292676873,-0.33772211194945234,-0.286187484232007,-0.3229541191211607,-0.41645510703552774,-0.221738421079328,-0.27874733666903023,-0.2680861242501296,-0.17009335889986935,-0.24077170617153837,2.6061724485268956,-0.3572705927203696
0.1799121144497645,-1.4035745129049013,-0.32159111193819584,-0.3443085637865753,-0.038000570012825315,-0.33772211194945234,0.663544089000699,-0.046557814143315064,-0.2634215292676873,2.1697508912410086,-0.3572705927203696,-0.6399631595087762,-0.5898394635903501,-0.32971658978028223,-0.15119972530449052,-0.6680555570610315,-0.25066960135234906,0.799674874831861,1.4646244284980667,-0.4859890772889929,-0.29782044467840996,-0.7472797108794904,-0.232274337327986,1.269666385589852,-0.3572705927203696,-0.8654791877706017,-0.2586949495507729,-0.11466596451673744,-0.7159196143564468,-0.5509731650193397,2.8610191302359653,-0.5709674457373013,-0.2817400076428883,-0.4791763027091534,-0.5141569198163898,0.8118441408859889,-0.038000570012825315,-0.183117562589619,-0.17009335889986935,1.3072812914594931,-0.23570226039551584,-0.17452972260140226,-0.046557814143315064,-0.5320443875676875,-0.55208490491857,-0.18100406646658124,-0.1009784614274279,0.9043364293543664,-0.22352214629975628,-0.5820679417414163,-0.28618748423200696,-0.12695359828384586,-0.038000570012825315,-0.21077881972193857,-0.06014935583392302,-0.06591416971890096,-0.2634215292676873,-0.33772211194945234,-0.286187484232007,-0.3229541191211607,-0.41645510703552774,-0.221738421079328,-0.27874733666903023,-0.2680861242501296,-0.17009335889986935,-0.24077170617153837,-0.3837044630585503,2.7989989111213673
0.015275206946190452,-1.4035745129049013,-0.32159111193819584,-0.3443085637865753,-0.038000570012825315,-0.33772211194945234,0.663544089000699,-0.046557814143315064,-0.2634215292676873,-0.46088240084927024,-0.3572705927203696,1.5625899477832155,-0.5898394635903501,-0.32971658978028223,-0.15119972530449052,-0.6680555570610315,-0.25066960135234906,0.799674874831861,-0.6827688932004728,-0.4859890772889929,-0.29782044467840996,1.3381870074099529,-0.232274337327986,-0.787608470500247,-0.3572705927203696,1.15542928603045,-0.2586949495507729,-0.11466596451673744,-0.7159196143564468,-0.5509731650193397,-0.349525799891287,-0.5709674457373013,3.5493716649128575,-0.4791763027091534,1.9449315208226883,-1.2317635241028795,-0.038000570012825315,-0.183117562589619,-0.17009335889986935,1.3072812914594931,-0.23570226039551584,-0.17452972260140226,-0.046557814143315064,-0.5320443875676875,-0.55208490491857,-0.18100406646658124,-0.1009784614274279,0.9043364293543664,-0.22352214629975628,-0.5820679417414163,-0.28618748423200696,-0.12695359828384586,-0.038000570012825315,-0.21077881972193857,-0.06014935583392302,-0.06591416971890096,-0.2634215292676873,2.961014291387804,-0.286187484232007,-0.3229541191211607,-0.41645510703552774,-0.221738421079328,-0.27874733666903023,-0.2680861242501296,-0.17009335889986935,-0.24077170617153837,-0.3837044630585503,-0.3572705927203696
-0.5815335827542654,0.7124666277462923,-0.32159111193819584,-0.3443085637865753,-0.038000570012825315,-0.33772211194945234,0.663544089000699,-0.046557814143315064,-0.2634215292676873,2.1697508912410086,-0.3572705927203696,-0.6399631595087762,-0.5898394635903501,-0.32971658978028223,-0.15119972530449052,-0.6680555570610315,-0.25066960135234906,0.799674874831861,-0.6827688932004728,2.0576594140311326,-0.29782044467840996,-0.7472797108794904,-0.232274337327986,1.269666385589852,-0.3572705927203696,-0.8654791877706017,-0.2586949495507729,-0.11466596451673744,-0.7159196143564468,-0.5509731650193397,-0.349525799891287,-0.5709674457373013,3.5493716649128575,2.0869145538838803,-0.5141569198163898,-1.2317635241028795,-0.038000570012825315,-0.183117562589619,-0.17009335889986935,1.3072812914594931,-0.23570226039551584,-0.17452972260140226,-0.046557814143315064,-0.5320443875676875,-0.55208490491857,-0.18100406646658124,-0.1009784614274279,0.9043364293543664,-0.22352214629975628,-0.5820679417414163,-0.28618748423200696,-0.12695359828384586,-0.038000570012825315,-0.21077881972193857,-0.06014935583392302,-0.06591416971890096,-0.2634215292676873,-0.33772211194945234,-0.286187484232007,-0.3229541191211607,2.4012192025170433,-0.221738421079328,-0.27874733666903023,-0.2680861242501296,-0.17009335889986935,-0.24077170617153837,-0.3837044630585503,-0.3572705927203696
-0.24196996102814397,-1.4035745129049013,-0.32159111193819584,-0.3443085637865753,-0.038000570012825315,-0.33772211194945234,0.663544089000699,-0.046557814143315064,-0.2634215292676873,-0.46088240084927024,-0.3572705927203696,-0.6399631595087762,1.6953765587555036,-0.32971658978028223,-0.15119972530449052,-0.6680555570610315,-0.25066960135234906,0.799674874831861,-0.6827688932004728,2.0576594140311326,-0.29782044467840996,-0.7472797108794904,-0.232274337327986,-0.787608470500247,-0.3572705927203696,1.15542928603045,-0.2586949495507729,-0.11466596451673744,-0.7159196143564468,-0.5509731650193397,-0.349525799891287,1.751413337950784,-0.2817400076428883,-0.4791763027091534,-0.5141569198163898,0.8118441408859889,-0.038000570012825315,-0.183117562589619,-0.17009335889986935,-0.7649463099740119,-0.23570226039551584,-0.17452972260140226,-0.046557814143315064,1.8795424279760464,-0.55208490491857,-0.18100406646658124,-0.1009784614274279,0.9043364293543664,-0.22352214629975628,-0.5820679417414163,-0.28618748423200696,-0.12695359828384586,-0.038000570012825315,-0.21077881972193857,-0.06014935583392302,-0.06591416971890096,-0.2634215292676873,-0.33772211194945234,-0.286187484232007,-0.3229541191211607,-0.41645510703552774,-0.221738421079328,3.5874782229304194,-0.2680861242501296,-0.17009335889986935,-0.24077170617153837,-0.3837044630585503,-0.3572705927203696
-0.0979126669625167,-1.4035745129049013,-0.32159111193819584,-0.3443085637865753,-0.038000570012825315,-0.33772211194945234,0.663544089000699,-0.046557814143315064,-0.2634215292676873,-0.46088240084927024,-0.3572705927203696,-0.6399631595087762,1.6953765587555036,-0.32971658978028223,-0.15119972530449052,-0.6680555570610315,-0.25066960135234906,0.799674874831861,-0.6827688932004728,-0.4859890772889929,-0.29782044467840996,1.3381870074099529,-0.232274337327986,-0.787608470500247,-0.3572705927203696,-0.8654791877706017,-0.2586949495507729,8.720983634634088,1.3968048646060889,-0.5509731650193397,-0.349525799891287,-0.5709674457373013,-0.2817400076428883,2.0869145538838803,-0.5141569198163898,-1.2317635241028795,-0.038000570012825315,-0.183117562589619,-0.17009335889986935,-0.7649463099740119,-0.23570226039551584,-0.17452972260140226,-0.046557814143315064,1.8795424279760464,-0.55208490491857,-0.18100406646658124,-0.1009784614274279,0.9043364293543664,-0.22352214629975628,-0.5820679417414163,-0.28618748423200696,-0.12695359828384586,-0.038000570012825315,-0.21077881972193857,-0.06014935583392302,-0.06591416971890096,-0.2634215292676873,-0.33772211194945234,3.49421290271841,-0.3229541191211607,-0.41645510703552774,-0.221738421079328,-0.27874733666903023,-0.2680861242501296,-0.17009335889986935,-0.24077170617153837,-0.3837044630585503,-0.3572705927203696
-1.1268933388598543,0.7124666277462923,-0.32159111193819584,-0.3443085637865753,-0.038000570012825315,-0.33772211194945234,0.663544089000699,-0.046557814143315064,-0.2634215292676873,-0.46088240084927024,-0.3572705927203696,-0.6399631595087762,1.6953765587555036,-0.32971658978028223,-0.15119972530449052,-0.6680555570610315,-0.25066960135234906,0.799674874831861,-0.6827688932004728,-0.4859890772889929,3.357727845312339,-0.7472797108794904,-0.232274337327986,-0.787608470500247,-0.3572705927203696,1.15542928603045,-0.2586949495507729,-0.11466596451673744,-0.7159196143564468,-0.5509731650193397,-0.349525799891287,-0.5709674457373013,3.5493716649128575,2.0869145538838803,-0.5141569198163898,-1.2317635241028795,-0.038000570012825315,-0.183117562589619,-0.17009335889986935,-0.7649463099740119,-0.23570226039551584,-0.17452972260140226,-0.046557814143315064,-0.5320443875676875,-0.55208490491857,5.524737756014059,-0.1009784614274279,-1.105783166021445,-0.22352214629975628,-0.5820679417414163,-0.28618748423200696,-0.12695359828384586,-0.038000570012825315,4.744309704927702,-0.06014935583392302,-0.06591416971890096,-0.2634215292676873,-0.33772211194945234,-0.286187484232007,-0.3229541191211607,-0.41645510703552774,-0.221738421079328,-0.27874733666903023,-0.2680861242501296,-0.17009335889986935,4.1533119314590365,-0.3837044630585503,-0.3572705927203696
-0.6021131961922122,0.7124666277462923,-0.32159111193819584,-0.3443085637865753,-0.038000570012825315,-0.33772211194945234,0.663544089000699,-0.046557814143315064,-0.2634215292676873,-0.46088240084927024,-0.3572705927203696,1.5625899477832155,-0.5898394635903501,-0.32971658978028223,-0.15119972530449052,-0.6680555570610315,-0.25066960135234906,0.799674874831861,-0.6827688932004728,2.0576594140311326,-0.29782044467840996,-0.7472797108794904,-0.232274337327986,-0.787608470500247,-0.3572705927203696,1.15542928603045,-0.2586949495507729,-0.11466596451673744,-0.7159196143564468,-0.5509731650193397,-0.349525799891287,-0.5709674457373013,3.5493716649128575,-0.4791763027091534,-0.5141569198163898,0.8118441408859889,-0.038000570012825315,-0.183117562589619,-0.17009335889986935,-0.7649463099740119,-0.23570226039551584,-0.17452972260140226,-0.046557814143315064,-0.5320443875676875,1.8113155985445677,-0.18100406646658124,-0.1009784614274279,0.9043364293543664,-0.22352214629975628,-0.5820679417414163,-0.28618748423200696,-0.12695359828384586,-0.038000570012825315,-0.21077881972193857,-0.06014935583392302,-0.06591416971890096,-0.2634215292676873,-0.33772211194945234,-0.286187484232007,-0.3229541191211607,-0.41645510703552774,-0.221738421079328,-0.27874733666903023,-0.2680861242501296,-0.17009335889986935,-0.24077170617153837,-0.3837044630585503,2.7989989111213673
0.303389795077445,0.7124666277462923,-0.32159111193819584,-0.3443085637865753,-0.038000570012825315,-0.33772211194945234,0.663544089000699,-0.046557814143315064,-0.2634215292676873,-0.46088240084927024,2.7989989111213673,-0.6399631595087762,-0.5898394635903501,-0.32971658978028223,-0.15119972530449052,1.496881493508246,-0.25066960135234906,-1.250508214616921,-0.6827688932004728,-0.4859890772889929,-0.29782044467840996,1.3381870074099529,-0.232274337327986,-0.787608470500247,2.7989989111213673,-0.8654791877706017,-0.2586949495507729,-0.11466596451673744,1.3968048646060889,-0.5509731650193397,-0.349525799891287,-0.5709674457373013,-0.2817400076428883,2.0869145538838803,-0.5141569198163898,-1.2317635241028795,-0.038000570012825315,-0.183117562589619,5.879124302487791,-0.7649463099740119,-0.23570226039551584,-0.17452972260140226,-0.046557814143315064,-0.5320443875676875,-0.55208490491857,-0.18100406646658124,-0.1009784614274279,-1.105783166021445,-0.22352214629975628,-0.5820679417414163,-0.28618748423200696,-0.12695359828384586,-0.038000570012825315,4.744309704927702,-0.06014935583392302,-0.06591416971890096,-0.2634215292676873,-0.33772211194945234,-0.286187484232007,-0.3229541191211607,-0.41645510703552774,4.509818348721103,-0.27874733666903023,-0.2680861242501296,-0.17009335889986935,-0.24077170617153837,-0.3837044630585503,-0.3572705927203696
2.0629467440218923,-1.4035745129049013,-0.32159111193819584,-0.3443085637865753,-0.038000570012825315,-0.33772211194945234,0.663544089000699,-0.046557814143315064,-0.2634215292676873,-0.46088240084927024,2.7989989111213673,-0.6399631595087762,-0.5898394635903501,-0.32971658978028223,-0.15119972530449052,1.496881493508246,-0.25066960135234906,-1.250508214616921,-0.6827688932004728,-0.4859890772889929,-0.29782044467840996,-0.7472797108794904,4.305253914417318,1.269666385589852,-0.3572705927203696,-0.8654791877706017,-0.2586949495507729,-0.11466596451673744,1.3968048646060889,-0.5509731650193397,-0.349525799891287,-0.5709674457373013,-0.2817400076428883,-0.4791763027091534,-0.5141569198163898,0.8118441408859889,-0.038000570012825315,-0.183117562589619,-0.17009335889986935,1.3072812914594931,-0.23570226039551584,-0.17452972260140226,-0.046557814143315064,-0.5320443875676875,-0.55208490491857,-0.18100406646658124,-0.1009784614274279,-1.105783166021445,-0.22352214629975628,1.718012500410562,-0.28618748423200696,-0.12695359828384586,-0.038000570012825315,-0.21077881972193857,-0.06014935583392302,-0.06591416971890096,-0.2634215292676873,2.961014291387804,-0.286187484232007,-0.3229541191211607,-0.41645510703552774,-0.221738421079328,-0.27874733666903023,-0.2680861242501296,-0.17009335889986935,-0.24077170617153837,-0.3837044630585503,-0.3572705927203696
0.68411264367946,0.7124666277462923,-0.32159111193819584,2.9043715584717917,-0.038000570012825315,-0.33772211194945234,-1.507058862518097,-0.046557814143315064,3.7961969273354494,-0.46088240084927024,-0.3572705927203696,-0.6399631595087762,-0.5898394635903501,-0.32971658978028223,-0.15119972530449052,-0.6680555570610315,-0.25066960135234906,0.799674874831861,-0.6827688932004728,-0.4859890772889929,3.357727845312339,-0.7472797108794904,-0.232274337327986,-0.787608470500247,-0.3572705927203696,1.15542928603045,-0.2586949495507729,-0.11466596451673744,-0.7159196143564468,-0.5509731650193397,-0.349525799891287,1.751413337950784,-0.2817400076428883,-0.4791763027091534,-0.5141569198163898,0.8118441408859889,-0.038000570012825315,-0.183117562589619,-0.17009335889986935,-0.7649463099740119,4.242640687119286,-0.17452972260140226,-0.046557814143315064,-0.5320443875676875,-0.55208490491857,-0.18100406646658124,-0.1009784614274279,-1.105783166021445,-0.22352214629975628,1.718012500410562,-0.28618748423200696,-0.12695359828384586,-0.038000570012825315,-0.21077881972193857,-0.06014935583392302,-0.06591416971890096,-0.2634215292676873,-0.33772211194945234,-0.286187484232007,-0.3229541191211607,-0.41645510703552774,4.509818348721103,-0.27874733666903023,-0.2680861242501296,-0.17009335889986935,-0.24077170617153837,-0.3837044630585503,-0.3572705927203696
-0.1905209274332771,0.7124666277462923,-0.32159111193819584,-0.3443085637865753,-0.038000570012825315,-0.33772211194945234,0.663544089000699,-0.046557814143315064,-0.2634215292676873,-0.46088240084927024,-0.3572705927203696,-0.6399631595087762,-0.5898394635903501,3.0329077486406844,-0.15119972530449052,1.496881493508246,-0.25066960135234906,-1.250508214616921,1.4646244284980667,-0.4859890772889929,-0.29782044467840996,-0.7472797108794904,-0.232274337327986,-0.787608470500247,-0.3572705927203696,1.15542928603045,-0.2586949495507729,-0.11466596451673744,1.3968048646060889,-0.5509731650193397,-0.349525799891287,-0.5709674457373013,-0.2817400076428883,2.0869145538838803,-0.5141569198163898,-1.2317635241028795,-0.038000570012825315,-0.183117562589619,-0.17009335889986935,1.3072812914594931,-0.23570226039551584,-0.17452972260140226,-0.046557814143315064,-0.5320443875676875,-0.55208490491857,-0.18100406646658124,-0.1009784614274279,-1.105783166021445,-0.22352214629975628,1.718012500410562,-0.28618748423200696,-0.12695359828384586,-0.038000570012825315,-0.21077881972193857,-0.06014935583392302,-0.06591416971890096,-0.2634215292676873,-0.33772211194945234,-0.286187484232007,-0.3229541191211607,-0.41645510703552774,-0.221738421079328,-0.27874733666903023,-0.2680861242501296,5.879124302487791,-0.24077170617153837,-0.3837044630585503,-0.3572705927203696
